City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Coihueco,CL,-36.6167,-71.8333,56.14,54,0,16.11,clear sky
332,Uthal,PK,25.8072,66.6219,80.31,89,100,8.9,overcast clouds
333,Victoria,HK,22.2855,114.1577,82.45,91,96,3.0,overcast clouds
334,Vestmannaeyjar,IS,63.4427,-20.2734,50.36,85,100,10.67,overcast clouds
335,Jiblah,YE,13.9216,44.1467,66.22,75,99,0.56,overcast clouds
336,Vaitape,PF,-16.5167,-151.75,78.39,77,18,24.54,light rain
337,Pundaguitan,PH,6.3711,126.1689,80.13,76,86,5.35,overcast clouds
338,Sorong,ID,-0.8833,131.25,76.3,89,100,9.69,overcast clouds
339,Coahuayana,MX,18.7333,-103.6833,90.27,58,93,7.61,overcast clouds
340,Bonito,BR,-21.1211,-56.4819,60.69,79,100,11.56,overcast clouds
341,Astoria,US,46.1879,-123.8313,80.44,74,0,6.91,clear sky
342,Palmeira Das Missoes,BR,-27.8994,-53.3136,44.6,73,7,12.71,clear sky
343,Ishigaki,JP,24.3448,124.1572,82.53,89,75,14.97,broken clouds
344,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,77,0,6.71,clear sky
345,Nalut,LY,30.3333,10.85,95.5,14,66,7.81,broken clouds
346,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,83,75,12.66,broken clouds
347,Faya,SA,18.3851,42.4509,66.31,78,74,4.76,broken clouds
348,Iguatemi,BR,-23.6803,-54.5611,57.42,61,100,13.44,overcast clouds
349,Myaundzha,RU,63.0494,147.1858,50.56,94,100,4.34,overcast clouds
350,Morro Bay,US,35.3658,-120.8499,103.93,52,23,11.01,few clouds
351,Mayskiy,RU,47.6931,40.1025,69.21,61,38,4.68,scattered clouds
352,Kingman,US,35.1894,-114.053,95.25,40,0,5.75,clear sky
353,Amberley,US,39.2048,-84.428,85.3,49,20,4.61,few clouds
354,Cortland,US,42.6001,-76.083,80.08,60,40,9.22,scattered clouds
355,Korla,CN,41.7597,86.1469,73.51,42,0,1.48,clear sky
356,Luganville,VU,-15.5333,167.1667,77.29,84,80,7.36,broken clouds
357,Gamba,GA,-2.65,10.0,72.09,90,52,6.49,broken clouds
358,Miguel Calmon,BR,-11.4289,-40.595,71.01,62,48,9.24,scattered clouds
359,Brigantine,US,39.4101,-74.3646,86.2,53,75,11.01,broken clouds
360,Tomatlan,MX,19.9333,-105.25,88.45,62,100,8.97,overcast clouds
361,Ravar,IR,31.2656,56.8055,79.9,10,0,8.23,clear sky
362,Baruun-Urt,MN,46.6806,113.2792,44.46,94,0,7.34,clear sky
363,Kutum,SD,14.2,24.6667,73.29,62,93,9.35,overcast clouds
364,Bahia Blanca,AR,-38.7196,-62.2724,51.53,29,0,9.1,clear sky
365,Port Hardy,CA,50.6996,-127.4199,62.78,94,75,5.75,broken clouds
366,Tilichiki,RU,60.4667,166.1,46.4,75,100,3.04,overcast clouds
367,Kavaratti,IN,10.5669,72.642,81.72,77,100,11.48,overcast clouds
368,Sola,VU,-13.8833,167.55,79.29,79,14,16.51,few clouds
369,Hambantota,LK,6.1241,81.1185,77.85,83,93,15.66,overcast clouds
370,Mantua,IT,45.1667,10.7833,72.64,85,95,8.32,light rain
371,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.52,21,0,14.23,clear sky
372,Okhotsk,RU,59.3833,143.3,54.52,94,100,42.23,moderate rain
373,Novikovo,RU,51.1537,37.8879,65.08,83,74,16.64,broken clouds
374,Kerouane,GN,9.2667,-9.0167,70.93,94,32,1.1,light rain
375,Luwingu,ZM,-10.2621,29.9271,62.46,43,5,2.75,clear sky
376,Nouadhibou,MR,20.931,-17.0347,75.18,73,54,9.22,broken clouds
377,Rudbar,AF,30.15,62.6,92.17,15,94,17.16,overcast clouds
378,Waterboro,US,43.5356,-70.7151,74.05,65,100,12.66,overcast clouds
379,Tuatapere,NZ,-46.1333,167.6833,46.11,92,13,4.76,few clouds
380,Kavieng,PG,-2.5744,150.7967,81.12,78,48,9.15,light rain
381,Salalah,OM,17.0151,54.0924,77.09,94,100,3.44,overcast clouds
382,Waipawa,NZ,-41.4122,175.5153,59.49,90,100,6.89,moderate rain
383,Pozo Colorado,PY,-23.4923,-58.7972,64.22,30,0,9.22,clear sky
384,Dakar,SN,14.6937,-17.4441,82.53,83,40,2.3,scattered clouds
385,Puerto Ayacucho,VE,5.6639,-67.6236,88.02,66,16,2.8,few clouds
386,Moose Factory,CA,51.2585,-80.6094,84.2,51,0,11.5,clear sky
387,Kiunga,PG,-6.1219,141.2906,70.41,96,100,2.57,overcast clouds
388,Rio Grande,BR,-32.035,-52.0986,53.71,53,31,14.34,scattered clouds
389,Halifax,CA,44.6453,-63.5724,69.69,80,75,16.11,broken clouds
390,Misratah,LY,32.3754,15.0925,85.37,62,0,12.46,clear sky
391,Mulanje,MW,-16.0316,35.5,70.79,38,6,4.72,clear sky
392,Sawakin,SD,19.1059,37.3321,95.25,48,17,2.89,few clouds
393,Laiyang,CN,36.9758,120.7136,74.08,96,100,4.63,heavy intensity rain
394,Adrar,MR,20.5022,-10.0711,84.65,55,80,18.54,light rain
395,Alice Springs,AU,-23.7,133.8833,40.55,75,4,5.75,clear sky
396,Bairiki,KI,1.3292,172.9752,82.4,74,75,3.44,broken clouds
397,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,78,40,9.22,scattered clouds
398,Vicuna,CL,-30.0319,-70.7081,55.13,16,0,4.09,clear sky
399,Keta,GH,5.9179,0.9879,75.42,87,97,10.2,overcast clouds
400,Shenjiamen,CN,29.9576,122.298,80.94,92,71,20.69,broken clouds
401,Elizabeth City,US,36.2946,-76.2511,85.03,58,20,6.91,few clouds
402,Ornskoldsvik,SE,63.2909,18.7153,58.15,94,100,3.44,overcast clouds
403,Benghazi,LY,32.1167,20.0667,81.86,76,0,12.62,clear sky
404,La Asuncion,VE,11.0333,-63.8628,89.33,58,2,14.97,clear sky
405,Iznik,TR,40.4286,29.7211,74.95,62,0,1.83,clear sky
406,Ierapetra,GR,35.01,25.7353,87.15,35,0,21.99,clear sky
407,Houma,US,29.5958,-90.7195,89.01,77,0,6.91,clear sky
408,Kaina,NG,12.6374,8.5873,70.99,89,100,15.7,moderate rain
409,Limbang,MY,4.75,115.0,78.91,97,100,1.54,overcast clouds
410,Wellington,NZ,-41.2866,174.7756,62.26,97,75,20.71,drizzle
411,Nogliki,RU,51.8333,143.1667,62.53,84,100,9.13,moderate rain
412,Weilerswist,DE,50.7667,6.8333,69.33,72,75,3.44,broken clouds
413,Dalbandin,PK,28.8947,64.4101,88.43,37,100,6.31,overcast clouds
414,Sorland,NO,67.667,12.6934,55.71,79,100,15.57,overcast clouds
415,Tezu,IN,27.9167,96.1667,76.51,98,98,3.83,overcast clouds
416,Izhma,RU,65.0083,53.9113,64.76,67,92,6.58,overcast clouds
417,Mugur-Aksy,RU,50.35,90.5,38.91,86,100,1.86,overcast clouds
418,Sur,OM,22.5667,59.5289,89.6,59,99,11.45,overcast clouds
419,Saint-Denis,FR,48.9167,2.3333,73.89,68,0,9.22,clear sky
420,Obera,AR,-27.4871,-55.1199,48.92,60,4,6.35,clear sky
421,Lamar,US,33.6668,-95.5836,75.36,100,100,6.91,mist
422,Kampene,CD,-3.6,26.6667,72.75,67,48,1.68,scattered clouds
423,Vagur,FO,61.4732,-6.8119,52.14,86,88,27.6,overcast clouds
424,Lamu,KE,-2.2717,40.902,73.62,85,2,14.23,clear sky
425,Ugoofaaru,MV,5.6667,73.0,80.26,77,40,5.5,scattered clouds
426,San Matias,BO,-16.3667,-58.4,62.71,87,100,11.68,overcast clouds
427,Todos Santos,MX,23.45,-110.2167,82.65,84,82,10.38,broken clouds
428,Makungu,TZ,-8.7333,35.2833,58.84,76,2,3.06,clear sky
429,Udachnyy,RU,66.4167,112.4,43.45,100,100,18.43,overcast clouds
430,Balaguer,ES,41.7912,0.8109,70.43,76,19,5.28,few clouds
431,Dalvik,IS,65.9702,-18.5286,53.53,89,100,6.02,overcast clouds
432,Dingle,PH,10.9995,122.6711,75.42,92,100,3.44,light rain
433,Eenhana,NA,-17.4667,16.3333,63.01,16,5,4.79,clear sky
434,Shingu,JP,33.7333,135.9833,73.71,81,4,5.01,clear sky
435,Barcelos,PT,41.5388,-8.6151,71.69,52,7,5.97,clear sky
436,Anadyr,RU,64.75,177.4833,46.9,75,75,4.47,broken clouds
437,Vila Do Maio,CV,15.1333,-23.2167,79.59,77,51,9.82,broken clouds
438,Feldkirchen-Westerham,DE,47.9075,11.8427,66.0,82,35,8.5,scattered clouds
439,Olden,NO,61.8364,6.8064,59.74,95,100,1.9,overcast clouds
440,Simdega,IN,22.6167,84.5167,75.11,90,100,5.12,moderate rain
441,Uruacu,BR,-14.5247,-49.1408,85.87,22,0,3.4,clear sky
442,Binzhou,CN,37.3667,118.0167,78.89,95,100,6.31,very heavy rain
443,College,US,64.8569,-147.8028,64.35,49,40,12.66,scattered clouds
444,Cururupu,BR,-1.8283,-44.8683,78.66,79,54,4.7,broken clouds
445,Buin,CL,-33.7333,-70.75,62.92,46,0,3.2,clear sky
446,Bishop Auckland,GB,54.6555,-1.6771,66.33,83,100,1.01,overcast clouds
447,Popondetta,PG,-8.7537,148.2534,72.88,81,94,1.5,overcast clouds
448,Kijang,KR,35.2442,129.2139,73.13,84,100,7.2,overcast clouds
449,Ifanadiana,MG,-21.3,47.6333,60.01,97,15,2.86,few clouds
450,Manta,EC,-0.95,-80.7333,78.58,69,75,8.05,broken clouds
451,Labuhan,ID,-6.8844,112.2051,75.94,87,44,8.19,scattered clouds
452,Atambua,ID,-9.1061,124.8925,63.75,77,34,5.59,scattered clouds
453,Metu,ET,8.3,35.5833,56.8,99,100,2.35,moderate rain
454,Rocha,UY,-34.4833,-54.3333,44.94,71,10,14.7,clear sky
455,Aguimes,ES,27.9054,-15.4461,71.65,68,20,23.0,few clouds
456,Beringovskiy,RU,63.05,179.3167,45.27,75,100,14.58,overcast clouds
457,Valleyview,CA,55.0667,-117.2859,82.44,44,0,3.44,clear sky
458,Namatanai,PG,-3.6667,152.4333,78.66,83,59,5.32,broken clouds
459,Kuytun,RU,54.3419,101.5036,41.16,95,60,5.75,broken clouds
460,Broken Hill,AU,-31.95,141.4333,42.85,87,0,10.2,clear sky
461,Aitape,PG,-3.1374,142.3475,76.28,87,36,2.93,scattered clouds
462,Tahta,EG,26.7693,31.5021,88.77,21,0,6.02,clear sky
463,Durant,US,33.994,-96.3708,80.76,65,75,12.66,broken clouds
464,Yei,SS,4.095,30.6779,64.85,97,65,3.44,light rain
465,Fairbanks,US,64.8378,-147.7164,64.36,50,40,12.66,scattered clouds
466,Naron,ES,43.5167,-8.1528,65.25,85,3,5.66,clear sky
467,Saint-Philippe,RE,-21.3585,55.7679,67.59,82,36,12.39,scattered clouds
468,Mercedes,AR,-34.6515,-59.4307,52.86,39,5,9.69,clear sky
469,Chara,RU,56.9064,118.2631,45.82,84,57,2.28,broken clouds
470,Vila,PT,42.0304,-8.1588,60.69,49,6,5.14,clear sky
471,Vardo,NO,70.3705,31.1107,49.98,87,0,4.61,clear sky
472,Fortuna,US,40.5982,-124.1573,69.93,82,40,14.97,scattered clouds
473,Spiridonovka,RU,53.0925,50.6462,67.17,44,100,14.83,overcast clouds
474,Antalaha,MG,-14.9003,50.2788,68.67,91,83,6.02,light rain
475,Lubyany,RU,56.0378,51.4,54.86,58,0,8.21,clear sky
476,Omboue,GA,-1.5746,9.2618,73.54,88,39,8.93,scattered clouds
477,Katsuura,JP,35.1333,140.3,76.82,85,34,11.88,scattered clouds
478,Ponnani,IN,10.767,75.9252,77.65,88,100,8.37,overcast clouds
479,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,18.41,scattered clouds
480,Kimbe,PG,-5.5502,150.1429,77.02,86,38,6.49,scattered clouds
481,Naze,JP,28.3667,129.4833,81.52,84,98,15.01,overcast clouds
482,Kralendijk,BQ,12.15,-68.2667,89.58,58,40,11.5,scattered clouds
483,Novo Aripuana,BR,-5.1206,-60.3797,95.47,36,93,1.23,overcast clouds
484,Nome,US,64.5011,-165.4064,48.27,93,100,8.05,light rain
485,Duluth,US,46.7833,-92.1066,77.07,80,40,14.97,scattered clouds
486,Mwense,ZM,-10.3845,28.698,65.95,36,3,1.34,clear sky
487,Tuburan,PH,6.6439,122.2736,78.62,83,100,3.51,moderate rain
488,Natchez,US,31.5604,-91.4032,77.22,88,40,3.44,scattered clouds
489,Rock Springs,US,41.5875,-109.2029,88.23,17,40,10.36,scattered clouds
490,Makat,KZ,47.6469,53.3463,81.12,27,23,10.27,few clouds
491,Tiksi,RU,71.6872,128.8694,41.56,94,100,12.03,overcast clouds
492,Dhidhdhoo,MV,6.8833,73.1,81.23,75,54,7.74,broken clouds
493,Chernyshevskiy,RU,63.0128,112.4714,48.78,98,98,7.2,overcast clouds
494,Yerbogachen,RU,61.2767,108.0108,47.77,99,100,2.68,overcast clouds
495,Maxixe,MZ,-23.8597,35.3472,71.47,77,23,13.31,few clouds
496,Oranjemund,NA,-28.55,16.4333,53.71,90,3,15.28,clear sky
497,Rio Gallegos,AR,-51.6226,-69.2181,42.85,56,0,10.36,clear sky
498,Santiago Del Estero,AR,-27.7951,-64.2615,65.08,16,0,7.85,clear sky
499,Tabou,CI,4.423,-7.3528,74.91,83,60,6.42,broken clouds
500,Mastic Beach,US,40.7668,-72.8521,84.4,58,0,14.97,clear sky
501,Dondo,MZ,-19.6094,34.7431,69.17,52,9,6.71,clear sky
502,La Libertad,EC,-2.2333,-80.9,73.06,78,75,8.05,broken clouds
503,Sechura,PE,-5.5569,-80.8222,73.0,61,37,15.99,scattered clouds
504,Okha,RU,53.5739,142.9478,63.3,89,100,11.68,overcast clouds
505,Taywarah,AF,33.35,64.4167,60.85,30,68,5.12,broken clouds
506,Portel,BR,-1.9356,-50.8211,87.44,49,36,3.38,scattered clouds
507,Tavda,RU,58.0425,65.2726,47.17,90,94,4.29,overcast clouds
508,Belmonte,BR,-15.8631,-38.8828,72.93,78,99,10.09,overcast clouds
509,Bilma,NE,18.6853,12.9164,96.94,14,5,11.65,clear sky
510,Sovetskiy,RU,61.3614,63.5842,48.4,93,62,4.52,broken clouds
511,Kyabram,AU,-36.3167,145.05,43.88,95,38,8.61,scattered clouds
512,Mount Gambier,AU,-37.8333,140.7667,44.26,79,8,6.91,clear sky
513,Mwinilunga,ZM,-11.7358,24.4293,62.46,32,33,1.83,scattered clouds
514,Ganzhou,CN,28.8184,115.4327,84.54,63,74,3.47,broken clouds
515,Pierre,US,44.3683,-100.351,87.85,43,0,13.8,clear sky
516,Hay River,CA,60.8156,-115.7999,87.78,27,20,12.66,few clouds
517,Diffa,NE,13.3154,12.6113,76.86,76,53,13.44,broken clouds
518,Channel-Port Aux Basques,CA,47.5702,-59.1367,64.71,98,100,14.88,overcast clouds
519,Andenes,NO,69.3143,16.1194,52.93,87,0,12.66,clear sky
520,Derzhavinsk,KZ,51.1,66.3167,53.78,51,96,11.81,overcast clouds
521,Erenhot,CN,43.6475,111.9767,56.79,68,0,6.29,clear sky
522,Verkhniy Baskunchak,RU,48.2256,46.7217,83.14,25,100,10.02,overcast clouds
523,Pangoa,PE,-12.1167,-73.0,77.25,85,54,1.25,broken clouds
524,Aklavik,CA,68.2191,-135.0107,53.6,87,75,11.5,shower rain
525,Aquiraz,BR,-3.9014,-38.3911,82.49,78,73,9.42,broken clouds
526,Bridgetown,BB,13.1,-59.6167,86.49,66,40,18.41,scattered clouds
527,Morros,BR,-9.4467,-46.3003,84.63,24,0,4.23,clear sky
528,Marsh Harbour,BS,26.5412,-77.0636,85.42,66,67,5.44,broken clouds
529,Gisborne,NZ,-38.6533,178.0042,62.13,79,100,7.25,light rain
530,Sumter,US,28.7086,-82.0831,78.75,46,67,9.37,broken clouds
531,Traunreut,DE,47.9627,12.5923,68.43,77,35,3.0,scattered clouds
532,Ariquemes,BR,-9.9133,-63.0408,83.93,60,84,3.74,broken clouds
533,Itoman,JP,26.1247,127.6694,84.22,84,20,18.41,few clouds
534,Tanout,NE,14.9709,8.8879,90.27,29,100,14.32,overcast clouds
535,Lavrentiya,RU,65.5833,-171.0,41.27,88,100,7.63,overcast clouds
536,Dryden,CA,49.7833,-92.7503,62.89,100,100,11.5,mist
537,Kualakapuas,ID,-3.0091,114.3876,73.29,97,12,2.26,few clouds
538,Namtsy,RU,62.7161,129.6658,50.09,92,57,3.13,broken clouds
539,Matara,LK,5.9485,80.5353,76.08,91,99,8.48,overcast clouds
540,Urucara,BR,-2.5364,-57.76,94.82,34,8,3.06,clear sky
541,Aginskoye,RU,51.1,114.53,46.98,69,98,5.93,light rain
542,Bako,ET,5.7833,36.5667,64.45,66,74,4.03,broken clouds
543,Oistins,BB,13.0667,-59.5333,86.09,66,40,18.41,scattered clouds
544,Fenoarivo,MG,-18.933,47.4354,53.67,100,20,9.22,few clouds
545,Birao,CF,10.2849,22.7882,71.02,98,100,3.87,moderate rain
546,Mamallapuram,IN,12.6264,80.1722,85.05,76,85,13.87,overcast clouds
547,Manono,CD,-7.3,27.4167,76.86,28,6,4.74,clear sky
548,Lompoc,US,34.6391,-120.4579,96.01,65,0,13.8,clear sky
549,Hobbs,US,32.7026,-103.136,82.06,55,75,12.66,broken clouds
550,Mackay,AU,-21.15,149.2,55.69,84,0,4.56,clear sky
551,Oparino,RU,59.8518,48.2783,54.73,70,81,5.1,broken clouds
552,Raymond,US,43.9015,-70.4703,72.52,75,100,5.75,overcast clouds
553,Camocim,BR,-2.9022,-40.8411,80.4,68,94,16.8,overcast clouds
554,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,73,40,6.58,scattered clouds
555,Whitecourt,CA,54.1502,-115.6855,81.64,41,0,8.05,clear sky
556,Rockhampton,AU,-23.3833,150.5,46.29,93,0,0.0,clear sky
557,Forestville,US,38.8451,-76.875,87.22,48,0,8.05,clear sky
558,Benjamin Constant,BR,-4.3831,-70.0311,80.73,83,75,4.61,broken clouds
559,Amapa,BR,1.0,-52.0,81.1,62,100,3.29,overcast clouds
560,Lufkin,US,31.3382,-94.7291,92.05,94,100,5.75,overcast clouds
561,Booue,GA,-0.0921,11.9385,75.96,72,87,2.57,overcast clouds
562,Pyaozerskiy,RU,65.8333,31.1667,62.71,99,100,3.94,overcast clouds
563,Deoband,IN,29.7,77.6833,82.22,74,71,3.56,broken clouds
564,Kolpashevo,RU,58.3131,82.9089,49.87,97,100,6.53,overcast clouds
565,Chitungwiza,ZW,-18.0127,31.0756,61.45,30,73,4.56,broken clouds
566,Kangaatsiaq,GL,68.3065,-53.4641,39.67,89,100,6.49,overcast clouds
567,Vangaindrano,MG,-23.35,47.6,65.5,94,9,7.0,clear sky
568,Peleduy,RU,59.6289,112.7406,50.13,97,100,7.34,light rain
569,Alyangula,AU,-13.8483,136.4192,55.27,94,100,0.0,overcast clouds
570,Sioux Lookout,CA,50.1001,-91.917,82.47,51,75,5.75,broken clouds
571,Villa Union,MX,23.2,-106.2333,88.92,73,83,9.01,broken clouds
572,Polson,US,47.6936,-114.1632,92.48,43,3,3.56,clear sky
573,Carberry,CA,49.8689,-99.3602,79.03,71,100,6.98,overcast clouds
574,Catamarca,AR,-28.4696,-65.7852,62.78,18,0,1.01,clear sky
575,Maldonado,UY,-34.6667,-54.9167,49.39,72,59,15.52,light rain
576,Hopkinsville,US,36.8656,-87.4886,87.31,62,62,1.99,broken clouds
577,Abu Samrah,SY,35.3029,37.1841,77.9,49,0,8.12,clear sky
578,Vilyuysk,RU,63.7553,121.6247,51.17,98,100,2.91,overcast clouds
579,Quetta,PK,30.199,67.0097,71.11,75,94,3.0,overcast clouds
580,San-Pedro,CI,4.7485,-6.6363,73.87,85,77,5.35,broken clouds
581,Butiama,TZ,-1.7667,33.9667,62.58,81,31,2.42,scattered clouds
582,Veraval,IN,20.9,70.3667,78.91,89,70,16.28,broken clouds
583,Marsabit,KE,2.3284,37.9899,68.22,43,100,15.03,overcast clouds
584,Weimar,DE,50.9833,11.3167,69.06,82,97,3.4,overcast clouds
585,Kharitonovo,RU,61.4009,47.4978,62.42,81,100,4.14,overcast clouds
586,Invermere,CA,50.5167,-116.0354,90.36,24,10,2.51,clear sky
587,Concepcion Del Oro,MX,24.6333,-101.4167,75.6,34,78,5.57,broken clouds
588,Angul,IN,20.85,85.1,80.15,82,100,5.7,very heavy rain
589,Sabinopolis,BR,-18.6661,-43.0839,70.48,40,1,5.84,clear sky
590,Porto Nacional,BR,-10.7081,-48.4172,93.2,24,2,2.66,clear sky
591,Galveston,US,29.3669,-94.9669,99.18,66,87,4.0,overcast clouds
592,Jiuquan,CN,39.7432,98.5174,66.2,41,2,4.41,clear sky
593,Whitehorse,CA,60.7161,-135.0538,66.09,47,75,11.5,broken clouds
594,Saint Anthony,US,45.0205,-93.218,78.85,73,100,3.44,overcast clouds
595,Turayf,SA,31.6725,38.6637,89.85,27,0,11.5,clear sky
596,Husavik,IS,66.0449,-17.3389,51.04,88,100,7.65,overcast clouds
597,Magadan,RU,59.5667,150.8,54.54,84,74,10.45,broken clouds
598,Sai Buri,TH,6.7013,101.6168,76.6,88,88,4.7,overcast clouds
599,Tolaga Bay,NZ,-38.3667,178.3,62.47,79,100,11.34,overcast clouds
600,Muzhi,RU,65.3667,64.6667,54.97,59,100,8.34,overcast clouds
601,Namibe,AO,-15.1961,12.1522,61.36,88,56,2.17,broken clouds
602,Novoye Leushino,RU,56.8073,40.5144,62.46,68,59,6.24,broken clouds
603,Usinsk,RU,65.9939,57.5281,59.02,67,99,12.88,overcast clouds
604,Gizo,SB,-8.103,156.8419,80.04,78,97,10.11,light rain
605,Oksovskiy,RU,62.6062,39.8984,62.4,79,0,5.1,clear sky
606,Altay,CN,47.8667,88.1167,51.03,44,44,4.32,scattered clouds
607,Sulangan,PH,11.1373,123.7228,81.18,74,100,2.73,overcast clouds
608,Svetlyy,RU,54.675,20.1347,74.97,69,83,8.7,broken clouds
609,Piaseczno,PL,52.0814,21.024,76.98,76,0,6.91,clear sky
610,Rognan,NO,67.0953,15.3878,62.74,61,79,8.14,broken clouds
611,Luang Prabang,LA,19.8856,102.1347,72.5,100,68,1.14,broken clouds
612,Wanning,CN,18.8003,110.3967,77.58,91,95,4.92,overcast clouds
613,Grindsted,DK,55.754,8.9123,64.42,94,75,3.44,broken clouds
614,Carutapera,BR,-1.195,-46.02,79.59,79,43,9.35,scattered clouds
615,Durango,MX,24.8333,-104.8333,77.99,44,90,7.58,overcast clouds
616,Malkangiri,IN,18.35,81.9,76.01,94,100,0.29,overcast clouds
617,Boysun,UZ,38.2061,67.1986,72.81,25,0,5.39,clear sky
618,Dongsheng,CN,39.8161,109.9776,64.74,50,82,10.58,broken clouds
619,Muros,ES,42.7762,-9.0603,65.84,74,4,9.71,clear sky
620,Bontang,ID,0.1333,117.5,77.07,88,86,2.95,overcast clouds
621,Tutoia,BR,-2.7619,-42.2744,79.56,75,88,11.43,overcast clouds
622,Gongzhuling,CN,43.5008,124.8198,66.67,97,100,15.75,overcast clouds
623,Inirida,CO,3.8653,-67.9239,89.22,58,62,1.9,broken clouds
624,Aden,YE,12.7794,45.0367,87.82,64,14,4.12,few clouds
625,Northam,GB,51.0333,-4.2167,66.38,97,100,13.73,overcast clouds
626,Guadalupe,MX,25.6833,-100.25,94.39,45,27,11.43,scattered clouds
627,Mpophomeni,ZA,-29.5682,30.1862,49.26,91,100,2.35,overcast clouds
628,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,38,0,21.85,clear sky
629,Bage,BR,-31.3314,-54.1069,49.78,46,40,16.11,scattered clouds
630,Ulundi,ZA,-28.3352,31.4162,54.77,92,26,2.46,scattered clouds
631,Taybad,IR,34.74,60.7756,76.5,18,29,17.96,scattered clouds
632,Katobu,ID,-4.9408,122.5276,71.64,88,7,3.87,clear sky
633,Penzance,GB,50.1186,-5.5371,65.08,94,90,15.52,overcast clouds
634,Muisne,EC,0.6,-80.0333,74.84,86,100,12.39,overcast clouds
635,Nabire,ID,-3.3667,135.4833,74.25,95,100,3.51,light rain
636,Mecca,SA,21.4267,39.8261,91.06,47,12,1.07,few clouds
637,Byron Bay,AU,-28.65,153.6167,50.7,67,1,5.46,clear sky
638,Agadez,NE,19.75,10.25,90.59,16,7,1.66,clear sky
639,Soria,ES,41.6667,-2.6667,52.29,81,4,4.9,clear sky
640,Takaka,NZ,-40.85,172.8,59.56,99,100,1.16,light rain
641,Fukue,JP,32.6881,128.8419,82.31,81,32,9.75,scattered clouds
642,Kantunilkin,MX,21.0917,-87.45,79.79,87,100,3.42,overcast clouds
643,Acari,PE,-15.4311,-74.6158,68.88,61,39,7.18,scattered clouds
644,Praia,CV,14.9215,-23.5087,79.34,78,40,14.97,scattered clouds
645,Cortez,US,37.3489,-108.5859,73.6,51,90,1.97,overcast clouds
646,Maloy,NO,61.9353,5.1136,56.73,71,100,14.99,overcast clouds
647,Mitchell,US,43.7094,-98.0298,86.74,17,42,19.57,scattered clouds
648,Batagay,RU,67.6333,134.6333,56.93,75,86,0.29,overcast clouds
649,Awjilah,LY,29.1081,21.2869,84.56,50,0,16.15,clear sky
650,Sharjah,AE,25.3573,55.4033,91.38,70,0,4.61,clear sky
651,Vilhena,BR,-12.7406,-60.1458,89.82,45,40,11.5,smoke
652,Kushmurun,KZ,52.4503,64.6311,49.17,76,7,11.23,clear sky
653,Pitimbu,BR,-7.4706,-34.8086,77.59,78,96,15.82,overcast clouds
654,Carlyle,US,38.6103,-89.3726,86.13,46,21,1.99,few clouds
655,Kamyshin,RU,50.0983,45.416,80.6,34,100,13.71,overcast clouds
656,Plettenberg Bay,ZA,-34.0527,23.3716,56.03,86,65,3.74,light rain
657,Mae Ramat,TH,16.984,98.5166,77.79,99,92,1.25,overcast clouds
658,Kiama,AU,-34.6833,150.8667,61.57,68,100,1.99,light rain
659,Huanren,CN,41.2647,125.3667,67.64,93,100,7.7,light rain
660,Kirensk,RU,57.7853,108.1119,48.6,96,100,10.87,light rain
661,Kaka,TM,37.3482,59.6143,77.27,21,0,2.93,clear sky
662,Aubenas,FR,44.6201,4.3899,64.13,83,100,6.08,overcast clouds
663,Troitsk,RU,54.0979,61.5773,49.68,58,74,5.48,broken clouds
664,Atar,MR,20.5169,-13.0499,83.07,58,100,5.1,moderate rain
